REPORT_DATE,SHIFT,OFFENSE,METHOD,BLOCK,DISTRICT,PSA,WARD,ANC,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,CCN,XBLOCK,YBLOCK,START_DATE,END_DATE
2016-03-02 19:05:48,EVENING,THEFT F/AUTO,OTHERS,1100 - 1299 BLOCK OF OTIS PLACE NW,4,409,1,1A,Cluster 2,002900 1,002900,Precinct 42,16032425,397475,140743,3/2/2016 4:45:44 PM,3/2/2016 7:00:43 PM
2016-03-02 20:05:54,EVENING,THEFT F/AUTO,OTHERS,4300  - 4399 BLOCK OF IOWA AVENUE NW,4,404,4,4C,Cluster 18,002501 1,002501,Precinct 48,16032446,397689,141711,3/2/2016 5:40:44 PM,3/2/2016 6:45:50 PM
2016-03-03 08:41:55,DAY,ASSAULT W/DANGEROUS WEAPON,KNIFE,300  - 399 BLOCK OF RIGGS ROAD NE,4,406,4,4B,Cluster 19,009505 3,009505,Precinct 65,16032658,399852,143321,3/3/2016 5:15:08 AM,3/3/2016 5:20:45 AM
2016-03-03 10:24:53,DAY,THEFT F/AUTO,OTHERS,6300  - 6399 BLOCK OF GEORGIA AVENUE NW,4,402,4,4A,Cluster 17,001804 2,001804,Precinct 60,16032693,397612,144311,3/3/2016 8:00:17 AM,3/3/2016 9:30:42 AM
2016-03-03 14:08:01,DAY,THEFT F/AUTO,OTHERS,1300  - 1399 BLOCK OF QUINCY STREET NW,4,404,4,4C,Cluster 18,002502 3,002502,Precinct 49,16032807,397293,141080,3/3/2016 1:00:22 PM,3/3/2016 1:20:55 PM
2016-03-03 14:37:39,DAY,THEFT/OTHER,OTHERS,5900 - 5999 BLOCK OF GEORGIA AVENUE NW,4,402,4,4A,Cluster 17,001804 2,001804,Precinct 60,16032820,397577,143785,3/3/2016 2:00:42 PM,3/3/2016 2:10:30 PM
2016-03-03 16:05:37,EVENING,THEFT/OTHER,OTHERS,4800 - 4999 BLOCK OF FORT TOTTEN DRIVE NE,4,405,5,5A,Cluster 19,009501 1,009501,Precinct 44,16400408,399409,142466,3/2/2016 10:10:20 AM,3/2/2016 10:20:32 AM
2016-03-03 16:46:47,EVENING,THEFT F/AUTO,OTHERS,800  - 899 BLOCK OF TEWKESBURY PLACE NW,4,402,4,4B,Cluster 17,001901 4,001901,Precinct 59,16032883,397825,144446,3/3/2016 3:39:51 PM,3/3/2016 4:26:09 PM
2016-03-03 17:48:12,EVENING,THEFT/OTHER,OTHERS,5900 - 5999 BLOCK OF GEORGIA AVENUE NW,4,402,4,4A,Cluster 17,001804 2,001804,Precinct 60,16032952,397577,143785,3/3/2016 4:48:35 PM,3/3/2016 5:00:03 PM
2016-03-03 18:18:38,EVENING,THEFT/OTHER,OTHERS,5900 - 5999 BLOCK OF GEORGIA AVENUE NW,4,402,4,4A,Cluster 17,001804 2,001804,Precinct 60,16032959,397577,143785,3/3/2016 4:53:05 PM,3/3/2016 7:18:32 PM
2016-03-03 19:19:18,EVENING,ROBBERY,OTHERS,400  - 499 BLOCK OF BUTTERNUT STREET NW,4,401,4,4B,Cluster 17,001702 1,001702,Precinct 63,16033004,398356,145076,3/3/2016 6:25:55 PM,3/3/2016 6:30:13 PM
2016-03-03 22:02:22,EVENING,THEFT F/AUTO,OTHERS,1000  - 1199 BLOCK OF RITTENHOUSE STREET NW,4,402,4,4A,Cluster 17,001804 2,001804,Precinct 60,16033074,397560,144115,3/2/2016 11:00:10 AM,3/2/2016 10:00:17 PM
2016-03-03 22:58:04,EVENING,BURGLARY,OTHERS,3800  - 3899 BLOCK OF GEORGIA AVENUE NW,4,404,4,4C,Cluster 18,002502 2,002502,Precinct 47,16033086,397868,141140,3/2/2016 2:30:07 AM,3/2/2016 12:00:20 PM
2016-03-04 02:14:48,MIDNIGHT,BURGLARY,OTHERS,1000 - 1099 BLOCK OF OTIS PLACE NW,4,409,1,1A,Cluster 2,002900 1,002900,Precinct 42,16033156,397585,140742,3/4/2016 12:05:46 AM,3/4/2016 12:22:33 AM
2016-03-04 04:24:59,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,GUN,4600  - 4699 BLOCK OF GEORGIA AVENUE NW,4,404,4,4C,Cluster 18,002002 1,002002,Precinct 48,16033138,397685,142084,3/4/2016 12:19:15 AM,3/4/2016 12:20:04 AM
2016-03-04 10:22:36,DAY,THEFT F/AUTO,OTHERS,300 - 399 BLOCK OF HAWAII AVENUE NE,4,405,5,5A,Cluster 19,009501 3,009501,Precinct 44,16033239,399953,141548,3/4/2016 2:00:24 AM,3/4/2016 8:30:29 AM
2016-03-04 10:26:57,DAY,THEFT/OTHER,OTHERS,3506 - 3540 BLOCK OF 14TH STREET NW,4,409,1,1A,Cluster 2,002801 2,002801,Precinct 41,16033244,397162,140804,3/4/2016 9:50:21 AM,3/4/2016 10:00:53 AM
2016-03-04 12:57:48,DAY,THEFT/OTHER,OTHERS,5900 - 5999 BLOCK OF GEORGIA AVENUE NW,4,402,4,4A,Cluster 17,001804 2,001804,Precinct 60,16033304,397577,143785,3/4/2016 12:00:15 PM,3/4/2016 12:22:37 PM
2016-03-04 13:20:28,DAY,BURGLARY,OTHERS,3800  - 3899 BLOCK OF GEORGIA AVENUE NW,4,404,4,4C,Cluster 18,002502 2,002502,Precinct 47,16033307,397868,141140,3/3/2016 2:00:33 PM,3/4/2016 10:00:54 AM
2016-03-04 14:38:20,DAY,THEFT F/AUTO,OTHERS,5200  - 5299 BLOCK OF GEORGIA AVENUE NW,4,403,4,4C,Cluster 18,002002 3,002002,Precinct 54,16032840,397603,142843,3/3/2016 2:40:36 PM,3/3/2016 2:41:35 PM
2016-03-04 16:11:24,EVENING,THEFT F/AUTO,OTHERS,3100 - 3145 BLOCK OF MOUNT PLEASANT STREET NW,4,408,1,1D,Cluster 2,002702 1,002702,Precinct 39,16033404,396740,140161,3/4/2016 2:31:07 PM,3/4/2016 2:56:16 PM
2016-03-04 16:40:30,EVENING,THEFT F/AUTO,OTHERS,1600 - 1899 BLOCK OF HOBART STREET NW,4,408,1,1D,Cluster 2,002702 2,002702,Precinct 39,16033386,396537,140010,3/4/2016 2:30:30 PM,3/4/2016 3:00:17 PM
2016-03-04 17:31:07,EVENING,THEFT/OTHER,OTHERS,637 - 799 BLOCK OF KENNEDY STREET NE,4,406,5,5A,Cluster 19,009508 2,009508,Precinct 66,16033433,400364,143262,3/4/2016 3:49:17 PM,3/4/2016 3:51:28 PM
2016-03-04 18:06:44,EVENING,ROBBERY,GUN,226  - 299 BLOCK OF LONGFELLOW STREET NW,4,406,4,4B,Cluster 17,002102 4,002102,Precinct 57,16033444,398641,143306,3/4/2016 4:44:43 PM,3/4/2016 4:46:36 PM
2016-03-04 19:38:34,EVENING,THEFT/OTHER,OTHERS,3600 - 3699 BLOCK OF 13TH STREET NW,4,409,1,1A,Cluster 2,002900 2,002900,Precinct 42,16033533,397422,140838,3/4/2016 4:48:42 PM,3/4/2016 4:50:19 PM
2016-03-04 22:40:07,EVENING,THEFT F/AUTO,OTHERS,6500  - 6599 BLOCK OF EASTERN AVENUE NE,4,406,4,4B,Cluster 19,009505 2,009505,Precinct 64,16033643,399370,144615,3/4/2016 9:58:41 PM,3/4/2016 10:00:29 PM
2016-03-05 06:19:24,MIDNIGHT,THEFT F/AUTO,OTHERS,900  - 999 BLOCK OF SPRING ROAD NW,4,409,1,1A,Cluster 2,002900 1,002900,Precinct 42,16032815,397698,140840,3/3/2016 1:57:22 PM,3/3/2016 2:16:01 PM
2016-03-05 06:34:39,MIDNIGHT,MOTOR VEHICLE THEFT,OTHERS,7800  - 7819 BLOCK OF GEORGIA AVENUE NW,4,401,4,4A,Cluster 16,001600 2,001600,Precinct 62,16033841,397696,146236,3/5/2016 3:45:36 AM,3/5/2016 5:00:34 AM
2016-03-05 07:16:00,DAY,THEFT F/AUTO,OTHERS,3800  - 3899 BLOCK OF KANSAS AVENUE NW,4,404,4,4C,Cluster 18,002502 2,002502,Precinct 47,16033848,397511,141139,3/5/2016 6:37:09 AM,3/5/2016 7:13:47 AM
2016-03-05 18:16:57,EVENING,THEFT F/AUTO,OTHERS,3500 - 3599 BLOCK OF 13TH STREET NW,4,409,1,1A,Cluster 2,002900 2,002900,Precinct 42,16034003,397422,140620,3/5/2016 11:00:42 AM,3/5/2016 3:00:32 PM
2016-03-05 18:55:42,EVENING,THEFT F/AUTO,OTHERS,100  - 199 BLOCK OF CARROLL STREET NW,4,401,4,4B,Cluster 17,001702 2,001702,Precinct 63,16034104,398758,145213,3/5/2016 6:29:50 PM,3/5/2016 6:32:40 PM
2016-03-05 18:55:53,EVENING,ASSAULT W/DANGEROUS WEAPON,KNIFE,3140 - 3172 BLOCK OF MOUNT PLEASANT STREET NW,4,408,1,1D,Cluster 2,002702 1,002702,Precinct 39,16034102,396705,140274,3/5/2016 5:20:09 PM,3/5/2016 5:26:29 PM
2016-03-05 21:57:04,EVENING,ASSAULT W/DANGEROUS WEAPON,KNIFE,200  - 299 BLOCK OF ALLISON STREET NW,4,407,4,4C,Cluster 18,002301 2,002301,Precinct 46,16034065,398685,141943,3/5/2016 2:45:48 PM,3/5/2016 2:50:55 PM
2016-03-06 01:35:49,MIDNIGHT,MOTOR VEHICLE THEFT,OTHERS,400  - 499 BLOCK OF BUTTERNUT STREET NW,4,401,4,4B,Cluster 17,001702 1,001702,Precinct 63,16034249,398356,145076,3/5/2016 5:00:07 PM,3/5/2016 7:00:46 PM
2016-03-06 17:03:05,EVENING,MOTOR VEHICLE THEFT,OTHERS,1600  - 1699 BLOCK OF KENNEDY PLACE NW,4,403,4,4A,Cluster 18,002001 2,002001,Precinct 53,16034532,396755,143216,3/4/2016 4:00:53 PM,3/6/2016 4:00:39 PM
2016-03-07 02:00:59,MIDNIGHT,THEFT/OTHER,OTHERS,6200  - 6299 BLOCK OF GEORGIA AVENUE NW,4,402,4,4A,Cluster 17,001804 2,001804,Precinct 60,16034748,397603,144181,3/6/2016 10:00:30 PM,3/7/2016 12:30:14 AM
2016-03-07 09:25:23,DAY,THEFT/OTHER,OTHERS,5166 - 5199 BLOCK OF SOUTH DAKOTA AVENUE NE,4,405,5,5A,Cluster 19,009508 3,009508,Precinct 66,16034792,400218,142805,3/4/2016 5:40:52 PM,3/7/2016 7:39:40 AM
2016-03-07 09:58:15,DAY,BURGLARY,OTHERS,6900  - 6923 BLOCK OF MAPLE STREET NW,4,401,4,4B,Cluster 17,001702 2,001702,Precinct 63,16034845,398625,145059,3/4/2016 2:30:44 PM,3/7/2016 6:30:00 AM
2016-03-07 10:25:19,DAY,BURGLARY,OTHERS,5166 - 5199 BLOCK OF SOUTH DAKOTA AVENUE NE,4,405,5,5A,Cluster 19,009508 3,009508,Precinct 66,16034842,400218,142805,3/5/2016 3:30:32 PM,3/7/2016 6:00:08 AM
2016-03-07 10:54:47,DAY,MOTOR VEHICLE THEFT,OTHERS,4100  - 4199 BLOCK OF 13TH STREET NW,4,404,4,4C,Cluster 18,002502 3,002502,Precinct 47,16034865,397424,141494,3/5/2016 5:30:13 PM,3/7/2016 8:00:31 AM
2016-03-07 12:38:20,DAY,THEFT/OTHER,OTHERS,100 - 199 BLOCK OF GALLATIN STREET NE,4,405,5,5A,Cluster 19,009508 1,009508,Precinct 44,16034891,399361,142717,3/7/2016 10:46:37 AM,3/7/2016 11:43:15 AM
2016-03-07 14:37:14,DAY,THEFT F/AUTO,OTHERS,320  - 399 BLOCK OF OGLETHORPE STREET NW,4,402,4,4B,Cluster 17,001902 1,001902,Precinct 64,16034986,398477,143712,3/6/2016 1:05:43 PM,3/7/2016 2:05:07 PM
2016-03-07 14:49:48,DAY,THEFT/OTHER,OTHERS,1800 - 1899 BLOCK OF PARK ROAD NW,4,408,1,1D,Cluster 2,002702 3,002702,Precinct 40,16033900,396289,140499,3/5/2016 10:25:02 AM,3/5/2016 12:16:41 PM
2016-03-07 16:53:02,EVENING,THEFT/OTHER,OTHERS,1  - 99 BLOCK OF MILMARSON PLACE NW,4,406,4,4B,Cluster 17,002102 1,002102,Precinct 64,16035096,399104,143504,3/7/2016 3:57:24 PM,3/7/2016 4:00:00 PM
2016-03-07 17:08:10,EVENING,THEFT/OTHER,OTHERS,7000  - 7099 BLOCK OF BLAIR ROAD NW,4,401,4,4B,Cluster 17,001702 1,001702,Precinct 63,16035073,398349,145263,3/7/2016 3:50:50 PM,3/7/2016 5:07:00 PM
2016-03-07 18:35:43,EVENING,ASSAULT W/DANGEROUS WEAPON,GUN,600 - 699 BLOCK OF PRINCETON PLACE NW,4,409,1,1A,Cluster 2,003200 1,003200,Precinct 43,16035136,398250,140872,3/7/2016 3:40:45 PM,3/7/2016 6:15:33 PM
2016-03-07 19:16:43,EVENING,ASSAULT W/DANGEROUS WEAPON,OTHERS,4700  - 4799 BLOCK OF 9TH STREET NW,4,407,4,4D,Cluster 18,002201 2,002201,Precinct 55,16035202,397802,142207,3/7/2016 6:10:42 PM,3/7/2016 6:15:39 PM
2016-03-07 22:29:34,EVENING,MOTOR VEHICLE THEFT,OTHERS,200  - 299 BLOCK OF EMERSON STREET NW,4,407,4,4D,Cluster 18,002202 1,002202,Precinct 55,16035305,398706,142465,3/7/2016 9:45:00 PM,3/7/2016 10:00:42 PM
2016-03-08 08:48:41,DAY,THEFT F/AUTO,OTHERS,3800  - 3899 BLOCK OF GEORGIA AVENUE NW,4,404,4,4C,Cluster 18,002502 2,002502,Precinct 47,16035466,397868,141140,3/8/2016 7:30:14 AM,3/8/2016 7:56:31 AM
2016-03-08 09:06:37,DAY,THEFT F/AUTO,OTHERS,5122 - 5199 BLOCK OF CHILLUM PLACE NE,4,405,5,5A,Cluster 19,009508 2,009508,Precinct 66,16035477,400756,143075,3/7/2016 6:30:05 PM,3/8/2016 8:15:30 AM
2016-03-08 09:10:57,DAY,THEFT F/AUTO,OTHERS,5300  - 5399 BLOCK OF GEORGIA AVENUE NW,4,403,4,4C,Cluster 18,002002 3,002002,Precinct 54,16035476,397589,142968,3/7/2016 2:00:45 PM,3/7/2016 2:30:04 PM
2016-03-08 13:28:38,DAY,THEFT F/AUTO,OTHERS,3517 - 3648 BLOCK OF 16TH STREET NW,4,409,1,1D,Cluster 2,002701 4,002701,Precinct 40,16035589,396839,140889,3/7/2016 9:30:09 PM,3/8/2016 12:45:30 PM
2016-03-08 14:33:26,DAY,THEFT F/AUTO,OTHERS,1300  - 1399 BLOCK OF HAMILTON STREET NW,4,403,4,4C,Cluster 18,002002 3,002002,Precinct 54,16035622,397264,142778,2/28/2016 11:00:37 PM,3/6/2016 7:00:20 AM
2016-03-08 16:15:18,EVENING,THEFT F/AUTO,OTHERS,5200  - 5299 BLOCK OF GEORGIA AVENUE NW,4,403,4,4C,Cluster 18,002002 3,002002,Precinct 54,16035643,397603,142843,3/8/2016 1:00:26 PM,3/8/2016 1:10:06 PM
2016-03-08 19:18:26,EVENING,THEFT/OTHER,OTHERS,3500 - 3599 BLOCK OF HERTFORD PLACE NW,4,409,1,1A,Cluster 2,002801 2,002801,Precinct 41,16035714,396893,140844,3/8/2016 10:00:48 AM,3/8/2016 6:58:58 PM
2016-03-08 20:00:46,EVENING,THEFT/OTHER,OTHERS,300  - 399 BLOCK OF RIGGS ROAD NE,4,406,4,4B,Cluster 19,009505 3,009505,Precinct 65,16035808,399852,143321,3/8/2016 6:48:03 PM,3/8/2016 7:15:36 PM
2016-03-08 20:59:44,EVENING,ROBBERY,OTHERS,700 - 799 BLOCK OF QUEBEC PLACE NW,4,409,1,1A,Cluster 2,003200 1,003200,Precinct 43,16035813,398028,140906,3/8/2016 4:00:23 PM,3/8/2016 4:30:13 PM
2016-03-09 06:35:37,MIDNIGHT,THEFT/OTHER,OTHERS,800  - 898 BLOCK OF JUNIPER STREET NW,4,401,4,4B,Cluster 17,010300 2,010300,Precinct 63,16035557,397846,146088,9/20/2015 8:00:12 PM,2/29/2016 9:00:50 AM
2016-03-09 10:14:38,DAY,THEFT/OTHER,OTHERS,5700  - 5799 BLOCK OF 13TH STREET NW,4,403,4,4C,Cluster 18,002002 2,002002,Precinct 54,16400444,397426,143486,3/7/2016 4:50:39 PM,3/7/2016 6:00:51 PM
2016-03-09 11:01:03,DAY,THEFT F/AUTO,OTHERS,4000  - 4099 BLOCK OF 17TH STREET NW,4,404,4,4A,Cluster 18,002600 1,002600,Precinct 47,16036069,396692,141377,3/9/2016 2:00:56 AM,3/9/2016 9:34:57 AM
2016-03-09 14:48:09,DAY,THEFT F/AUTO,OTHERS,500 - 599 BLOCK OF NEWTON PLACE NW,4,409,1,1A,Cluster 2,003200 2,003200,Precinct 43,16036196,398143,140666,3/9/2016 12:15:11 PM,3/9/2016 1:15:37 PM
2016-03-09 16:35:46,EVENING,THEFT/OTHER,OTHERS,3800  - 3899 BLOCK OF GEORGIA AVENUE NW,4,404,4,4C,Cluster 18,002502 2,002502,Precinct 47,16036230,397868,141140,3/9/2016 3:15:56 PM,3/9/2016 3:30:41 PM
2016-03-09 16:46:02,EVENING,THEFT/OTHER,OTHERS,3800  - 3899 BLOCK OF GEORGIA AVENUE NW,4,404,4,4C,Cluster 18,002502 2,002502,Precinct 47,16036231,397868,141140,3/9/2016 3:00:38 PM,3/9/2016 3:15:43 PM
2016-03-09 17:02:45,EVENING,THEFT F/AUTO,OTHERS,800 - 899 BLOCK OF CRITTENDEN STREET NE,4,405,5,5A,Cluster 20,009509 2,009509,Precinct 66,16036272,400537,142154,3/9/2016 2:00:32 PM,3/9/2016 2:30:43 PM
2016-03-09 17:29:15,EVENING,THEFT/OTHER,OTHERS,5000  - 5099 BLOCK OF NEW HAMPSHIRE AVENUE NW,4,407,4,4D,Cluster 18,002202 1,002202,Precinct 57,16036254,398887,142651,3/5/2016 11:00:51 PM,3/9/2016 5:29:08 PM
2016-03-09 19:07:34,EVENING,THEFT F/AUTO,OTHERS,1400 - 1509 BLOCK OF MERIDIAN PLACE NW,4,409,1,1A,Cluster 2,002801 1,002801,Precinct 41,16036339,397029,140633,3/8/2016 6:23:17 PM,3/9/2016 7:05:55 PM
2016-03-09 19:55:21,EVENING,THEFT/OTHER,OTHERS,3800  - 3899 BLOCK OF GEORGIA AVENUE NW,4,404,4,4C,Cluster 18,002502 2,002502,Precinct 47,16036367,397868,141140,3/9/2016 7:01:53 PM,3/9/2016 7:15:17 PM
2016-03-09 21:42:38,EVENING,THEFT F/AUTO,OTHERS,1700  - 1799 BLOCK OF WEBSTER STREET NW,4,404,4,4A,Cluster 18,002600 2,002600,Precinct 48,16036250,396528,141790,3/8/2016 7:00:31 PM,3/9/2016 11:00:42 AM
2016-03-10 02:41:30,MIDNIGHT,SEX ABUSE,OTHERS,1600 - 1699 BLOCK OF PARK ROAD NW,4,408,1,1D,Cluster 2,002702 1,002702,Precinct 40,16036529,396736,140470,3/9/2016 10:00:12 PM,3/9/2016 10:06:43 PM
2016-03-10 10:44:10,DAY,THEFT F/AUTO,OTHERS,6100  - 6199 BLOCK OF 1ST PLACE NE,4,406,4,4B,Cluster 19,009505 2,009505,Precinct 64,16036689,399360,144089,3/9/2016 9:00:36 PM,3/10/2016 8:00:03 AM
2016-03-10 10:59:37,DAY,THEFT/OTHER,OTHERS,5200  - 5299 BLOCK OF GEORGIA AVENUE NW,4,403,4,4C,Cluster 18,002002 3,002002,Precinct 54,16036693,397603,142843,3/10/2016 10:11:27 AM,3/10/2016 10:33:31 AM
2016-03-10 16:48:45,EVENING,THEFT F/AUTO,OTHERS,800  - 899 BLOCK OF SOMERSET PLACE NW,4,402,4,4B,Cluster 17,001901 3,001901,Precinct 59,16036865,397825,144310,3/10/2016 2:43:39 AM,3/10/2016 2:47:35 AM
2016-03-10 22:02:07,EVENING,THEFT/OTHER,OTHERS,5500  - 5599 BLOCK OF 5TH STREET NW,4,403,4,4D,Cluster 18,002101 2,002101,Precinct 56,16037079,398274,143231,3/10/2016 8:47:05 PM,3/10/2016 8:50:59 PM
2016-03-11 04:54:50,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,KNIFE,900  - 999 BLOCK OF MADISON STREET NW,4,403,4,4B,Cluster 18,002101 1,002101,Precinct 58,16037212,397655,143386,3/11/2016 12:18:57 AM,3/11/2016 4:50:26 AM
2016-03-11 11:45:37,DAY,ROBBERY,KNIFE,200  - 299 BLOCK OF NICHOLSON STREET NE,4,406,4,4B,Cluster 19,009505 3,009505,Precinct 65,16037305,399673,143621,3/11/2016 9:10:00 AM,3/11/2016 9:30:32 AM
2016-03-11 11:51:33,DAY,THEFT F/AUTO,OTHERS,1700  - 1799 BLOCK OF JUNIPER STREET NW,4,401,4,4A,Cluster 16,001600 4,001600,Precinct 62,16037355,396600,146107,2/18/2016 8:30:45 AM,2/18/2016 11:51:21 AM
2016-03-11 14:00:51,DAY,MOTOR VEHICLE THEFT,OTHERS,1100 - 1299 BLOCK OF OTIS PLACE NW,4,409,1,1A,Cluster 2,002900 1,002900,Precinct 42,16037251,397475,140743,3/11/2016 6:58:14 AM,3/11/2016 8:56:36 AM
2016-03-11 16:33:52,EVENING,MOTOR VEHICLE THEFT,OTHERS,100 - 199 BLOCK OF IRVING STREET NW,4,405,5,5E,Cluster 21,002302 1,002302,Precinct 44,16037461,398793,140371,3/10/2016 2:00:49 PM,3/11/2016 11:30:28 AM
2016-03-11 19:33:13,EVENING,ROBBERY,OTHERS,4900 - 5019 BLOCK OF ROCK CREEK CHURCH ROAD NE,4,405,5,5A,Cluster 19,009501 1,009501,Precinct 44,16037627,399255,142574,3/11/2016 3:00:30 PM,3/11/2016 5:30:39 PM
2016-03-11 22:17:41,EVENING,ROBBERY,GUN,6200  - 6299 BLOCK OF 12TH STREET NW,4,402,4,4A,Cluster 17,001804 2,001804,Precinct 60,16037713,397526,144181,3/11/2016 9:00:37 PM,3/11/2016 10:16:39 PM
2016-03-12 00:56:02,MIDNIGHT,ROBBERY,GUN,500  - 699 BLOCK OF LONGFELLOW STREET NW,4,403,4,4D,Cluster 18,002101 2,002101,Precinct 56,16037778,398166,143286,3/11/2016 9:30:13 PM,3/11/2016 10:00:50 PM
2016-03-12 02:54:27,MIDNIGHT,THEFT F/AUTO,OTHERS,400  - 499 BLOCK OF BUTTERNUT STREET NW,4,401,4,4B,Cluster 17,001702 1,001702,Precinct 63,16037865,398356,145076,3/11/2016 11:15:51 PM,3/12/2016 1:55:45 AM
2016-03-12 03:19:21,MIDNIGHT,THEFT F/AUTO,OTHERS,500  - 599 BLOCK OF BUTTERNUT STREET NW,4,401,4,4B,Cluster 17,001702 1,001702,Precinct 63,16037872,398210,145076,3/11/2016 11:30:59 PM,3/12/2016 1:55:25 AM
2016-03-12 15:14:04,EVENING,THEFT/OTHER,OTHERS,800 - 899 BLOCK OF TAYLOR STREET NE,4,405,5,5B,Cluster 20,009504 1,009504,Precinct 68,16038119,400497,141425,3/7/2016 12:01:09 AM,3/12/2016 6:00:29 AM
2016-03-12 21:26:04,EVENING,THEFT F/AUTO,OTHERS,3650 - 3699 BLOCK OF GEORGIA AVENUE NW,4,409,1,1A,Cluster 2,003100 1,003100,Precinct 43,16037744,397897,140906,3/11/2016 8:20:08 PM,3/11/2016 10:03:04 PM
