REPORT_DATE,SHIFT,OFFENSE,METHOD,BLOCK,DISTRICT,PSA,WARD,ANC,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,CCN,XBLOCK,YBLOCK,START_DATE,END_DATE
2016-03-04 06:43:28,MIDNIGHT,THEFT/OTHER,OTHERS,2300 - 2399 BLOCK OF M STREET NW,2,207,2,2A,Cluster 5,005500 3,005500,Precinct 4,16032798,395597,137490,3/3/2016 1:00:09 PM,3/3/2016 2:57:40 PM
2016-03-04 10:20:48,DAY,THEFT/OTHER,OTHERS,2100 - 2198 BLOCK OF TUNLAW ROAD NW,2,204,3,3B,Cluster 14,000300 1,000300,Precinct 11,16400413,393705,138999,3/2/2016 5:10:55 PM,3/2/2016 8:45:34 PM
2016-03-04 10:47:53,DAY,THEFT/OTHER,OTHERS,1130 - 1199 BLOCK OF 17TH STREET NW,2,207,2,2B,Cluster 6,010700 1,010700,Precinct 17,16033245,396660,137483,12/10/2015 8:00:38 PM,3/3/2016 8:08:48 PM
2016-03-04 12:14:16,DAY,ASSAULT W/DANGEROUS WEAPON,OTHERS,1800 - 1899 BLOCK OF N STREET NW,2,208,2,2B,Cluster 6,010700 2,010700,Precinct 17,16033260,396291,137710,3/4/2016 1:15:55 AM,3/4/2016 9:00:14 AM
2016-03-04 12:57:08,DAY,THEFT F/AUTO,OTHERS,1000 - 1099 BLOCK OF VERMONT AVENUE NW,2,207,2,2F,Cluster 8,010100 1,010100,Precinct 129,16033326,397101,137254,3/4/2016 12:20:28 AM,3/4/2016 2:00:45 AM
2016-03-04 13:12:41,DAY,THEFT/OTHER,OTHERS,2200 - 2299 BLOCK OF HALL PLACE NW,2,204,3,3B,Cluster 14,000300 1,000300,Precinct 11,16400416,393744,139082,3/3/2016 6:45:19 AM,3/3/2016 6:55:33 AM
2016-03-04 15:05:25,EVENING,THEFT F/AUTO,OTHERS,2400 - 2499 BLOCK OF L STREET NW,2,207,2,2A,Cluster 5,005500 2,005500,Precinct 4,16033373,395457,137321,3/4/2016 11:00:20 AM,3/4/2016 2:00:20 PM
2016-03-04 17:49:48,EVENING,THEFT/OTHER,OTHERS,1851 - 2008 BLOCK OF WISCONSIN AVENUE NW,2,206,2,2E,Cluster 4,000202 1,000202,Precinct 6,16033460,394088,138708,3/4/2016 3:35:07 PM,3/4/2016 3:38:45 PM
2016-03-04 17:55:53,EVENING,THEFT/OTHER,OTHERS,2400 - 2798 BLOCK OF CALVERT STREET NW,2,204,3,3C,Cluster 15,000501 2,000501,Precinct 26,16033458,395288,139501,3/4/2016 1:30:34 PM,3/4/2016 4:25:35 PM
2016-03-04 18:58:12,EVENING,THEFT/OTHER,OTHERS,2200 - 2299 BLOCK OF I STREET NW,2,207,2,2A,Cluster 5,010800 1,010800,Precinct 2,16033505,395708,136984,3/4/2016 5:15:10 PM,3/4/2016 5:30:52 PM
2016-03-04 19:20:31,EVENING,THEFT/OTHER,OTHERS,1048 - 1099 BLOCK OF WISCONSIN AVENUE NW,2,206,2,2E,Cluster 4,000202 4,000202,Precinct 6,16033527,394553,137415,3/4/2016 6:50:09 PM,3/4/2016 6:54:17 PM
2016-03-04 21:28:18,EVENING,THEFT/OTHER,OTHERS,5300 - 5399 BLOCK OF WISCONSIN AVENUE NW,2,202,3,3E,Cluster 11,001001 1,001001,Precinct 31,16033541,392607,143559,3/4/2016 6:00:41 PM,3/4/2016 6:15:37 PM
2016-03-04 21:37:01,EVENING,THEFT F/AUTO,OTHERS,3000 - 3399 BLOCK OF PORTER STREET NW,2,203,3,3C,Cluster 15,000600 4,000600,Precinct 27,16033607,394472,141048,3/4/2016 8:30:36 PM,3/4/2016 9:00:57 PM
2016-03-04 23:42:35,MIDNIGHT,THEFT F/AUTO,OTHERS,2800 - 2899 BLOCK OF ORDWAY STREET NW,2,203,3,3C,Cluster 15,000600 2,000600,Precinct 27,16033675,394869,140856,3/4/2016 8:30:26 PM,3/4/2016 10:30:19 PM
2016-03-05 01:06:43,MIDNIGHT,THEFT/OTHER,OTHERS,1100 - 1129 BLOCK OF 17TH STREET NW,2,207,2,2B,Cluster 6,010700 1,010700,Precinct 17,16033664,396659,137377,3/4/2016 10:00:00 PM,3/4/2016 10:25:09 PM
2016-03-05 01:50:08,MIDNIGHT,THEFT F/AUTO,OTHERS,1000 - 1099 BLOCK OF VERMONT AVENUE NW,2,207,2,2F,Cluster 8,010100 1,010100,Precinct 129,16033690,397101,137254,3/4/2016 9:00:09 PM,3/4/2016 11:00:07 PM
2016-03-05 06:30:35,MIDNIGHT,THEFT/OTHER,OTHERS,2241 - 2318 BLOCK OF WISCONSIN AVENUE NW,2,204,3,3B,Cluster 14,000300 1,000300,Precinct 11,16033842,393794,139161,3/5/2016 5:50:18 AM,3/5/2016 6:05:47 AM
2016-03-05 09:18:59,DAY,BURGLARY,OTHERS,3500 - 3599 BLOCK OF ALTON PLACE NW,2,203,3,3F,Cluster 12,001200 3,001200,Precinct 33,16033870,394072,142134,3/4/2016 8:00:14 PM,3/5/2016 7:00:40 AM
2016-03-05 11:13:07,DAY,THEFT/OTHER,OTHERS,3100 - 3199 BLOCK OF SOUTH STREET NW,2,206,2,2E,Cluster 4,000100 4,000100,Precinct 5,16033904,394625,137287,3/4/2016 11:50:09 PM,3/5/2016 10:45:54 AM
2016-03-05 11:42:27,DAY,THEFT/OTHER,OTHERS,3200 - 3275 BLOCK OF M STREET NW,2,206,2,2E,Cluster 4,000202 4,000202,Precinct 6,16033896,394449,137479,3/5/2016 10:25:14 AM,3/5/2016 10:30:21 AM
2016-03-05 11:49:46,DAY,THEFT/OTHER,OTHERS,3100 - 3199 BLOCK OF M STREET NW,2,206,2,2E,Cluster 4,000100 4,000100,Precinct 5,16033898,394622,137482,3/5/2016 10:44:32 AM,3/5/2016 10:45:58 AM
2016-03-05 15:57:11,EVENING,THEFT/OTHER,OTHERS,5224 - 5299 BLOCK OF WISCONSIN AVENUE NW,2,202,3,3E,Cluster 11,001001 1,001001,Precinct 31,16033983,392668,143406,3/5/2016 1:30:10 PM,3/5/2016 2:00:03 PM
2016-03-05 17:33:30,EVENING,ROBBERY,OTHERS,1200 - 1217 BLOCK OF 18TH STREET NW,2,208,2,2B,Cluster 6,010700 2,010700,Precinct 17,16034035,396384,137579,3/4/2016 11:00:14 PM,3/4/2016 11:10:23 PM
2016-03-05 18:15:28,EVENING,THEFT/OTHER,OTHERS,3200 - 3275 BLOCK OF M STREET NW,2,206,2,2E,Cluster 4,000202 4,000202,Precinct 6,16034078,394449,137479,3/5/2016 5:30:45 PM,3/5/2016 5:40:14 PM
2016-03-05 19:51:23,EVENING,THEFT/OTHER,OTHERS,1300 - 1335 BLOCK OF WISCONSIN AVENUE NW,2,206,2,2E,Cluster 4,000202 3,000202,Precinct 6,16034128,394514,137708,3/5/2016 6:45:00 PM,3/5/2016 6:46:15 PM
2016-03-05 19:59:58,EVENING,ROBBERY,OTHERS,3100 - 3199 BLOCK OF M STREET NW,2,206,2,2E,Cluster 4,000100 4,000100,Precinct 5,16034126,394622,137482,3/5/2016 6:50:17 PM,3/5/2016 6:51:55 PM
2016-03-05 22:30:46,EVENING,THEFT F/AUTO,OTHERS,3100 - 3199 BLOCK OF 35TH STREET NW,2,204,3,3C,Cluster 15,000600 3,000600,Precinct 27,16034180,394049,140468,3/5/2016 4:00:47 PM,3/5/2016 10:00:40 PM
2016-03-06 03:06:58,MIDNIGHT,THEFT F/AUTO,OTHERS,1300 - 1349 BLOCK OF 17TH STREET NW,2,208,2,2B,Cluster 6,010700 2,010700,Precinct 15,16034288,396661,137747,3/6/2016 12:45:02 AM,3/6/2016 2:59:48 AM
2016-03-06 04:47:05,MIDNIGHT,THEFT F/AUTO,OTHERS,1200 - 1221 BLOCK OF 17TH STREET NW,2,208,2,2B,Cluster 6,010700 2,010700,Precinct 17,16034339,396660,137583,3/6/2016 12:30:09 AM,3/6/2016 4:00:02 AM
2016-03-06 05:01:44,MIDNIGHT,THEFT/OTHER,OTHERS,1300 - 1699 BLOCK OF CONNECTICUT AVENUE NW,2,208,2,2B,Cluster 6,005500 1,005500,Precinct 14,16034340,396217.89,138008.23,3/6/2016 1:00:08 AM,3/6/2016 1:03:37 AM
2016-03-06 09:40:47,DAY,BURGLARY,OTHERS,3600 - 3619 BLOCK OF DAVIS STREET NW,2,204,3,3C,Cluster 14,000400 1,000400,Precinct 11,16034382,393804,139530,3/5/2016 11:00:28 PM,3/6/2016 6:30:38 AM
2016-03-06 12:17:54,DAY,MOTOR VEHICLE THEFT,OTHERS,4461 - 4529 BLOCK OF MACARTHUR BOULEVARD NW,2,205,3,3D,Cluster 13,000802 1,000802,Precinct 7,16034440,392613,137848,3/5/2016 7:00:07 PM,3/6/2016 9:00:33 AM
2016-03-06 13:42:14,DAY,THEFT/OTHER,OTHERS,1400 - 1499 BLOCK OF P STREET NW,2,208,2,2F,Cluster 7,005201 3,005201,Precinct 16,16034458,397115,137977,3/6/2016 11:32:58 AM,3/6/2016 11:33:06 AM
2016-03-06 14:29:18,DAY,THEFT/OTHER,OTHERS,1300 - 1699 BLOCK OF CONNECTICUT AVENUE NW,2,208,2,2B,Cluster 6,005500 1,005500,Precinct 14,16034475,396217,138008,3/6/2016 1:04:59 PM,3/6/2016 1:05:07 PM
2016-03-06 14:51:17,DAY,THEFT F/AUTO,OTHERS,1525 - 1599 BLOCK OF WISCONSIN AVENUE NW,2,206,2,2E,Cluster 4,000202 2,000202,Precinct 6,16034479,394382,138027,3/6/2016 12:40:47 PM,3/6/2016 1:40:13 PM
2016-03-06 15:17:44,EVENING,THEFT F/AUTO,OTHERS,3800 - 3899 BLOCK OF LIVINGSTON STREET NW,2,201,3,3G,Cluster 10,001100 1,001100,Precinct 32,16034489,393427,143911,3/6/2016 1:30:23 PM,3/6/2016 2:15:34 PM
2016-03-06 16:26:13,EVENING,THEFT/OTHER,OTHERS,2000 - 2099 BLOCK OF K STREET NW,2,207,2,2A,Cluster 6,010700 1,010700,Precinct 2,16034522,396029.60,137186.52,3/6/2016 2:41:12 PM,3/6/2016 3:52:01 PM
2016-03-06 18:13:07,EVENING,THEFT F/AUTO,OTHERS,1000 - 1199 BLOCK OF 30TH STREET NW,2,206,2,2E,Cluster 4,000100 4,000100,Precinct 5,16034565,394870,137339,3/6/2016 12:15:47 PM,3/6/2016 1:30:00 PM
2016-03-06 18:24:13,EVENING,THEFT/OTHER,OTHERS,1700 - 1799 BLOCK OF P STREET NW,2,208,2,2B,Cluster 6,005301 3,005301,Precinct 15,16034601,396523,137976,3/4/2016 5:00:38 PM,3/6/2016 5:30:55 PM
2016-03-06 18:30:56,EVENING,THEFT F/AUTO,OTHERS,1500 - 1599 BLOCK OF L STREET NW,2,207,2,2B,Cluster 6,010100 2,010100,Precinct 17,16034324,396915,137320,3/5/2016 10:10:16 PM,3/6/2016 4:21:35 AM
2016-03-06 18:56:52,EVENING,THEFT/OTHER,OTHERS,3000 - 3049 BLOCK OF M STREET NW,2,206,2,2E,Cluster 4,000100 4,000100,Precinct 5,16034612,394824,137485,3/6/2016 6:19:45 PM,3/6/2016 6:23:37 PM
2016-03-07 03:16:18,MIDNIGHT,MOTOR VEHICLE THEFT,OTHERS,3400 - 3599 BLOCK OF WATER STREET NW,2,206,2,2E,Cluster 4,000202 4,000202,Precinct 6,16034754,393985,137370,3/6/2016 6:00:52 PM,3/6/2016 10:30:23 PM
2016-03-07 08:24:37,DAY,THEFT/OTHER,OTHERS,2200 - 2299 BLOCK OF I STREET NW,2,207,2,2A,Cluster 5,010800 1,010800,Precinct 2,16034796,395708,136984,3/7/2016 7:15:54 AM,3/7/2016 7:20:24 AM
2016-03-07 08:43:38,DAY,BURGLARY,OTHERS,1100 - 1199 BLOCK OF 19TH STREET NW,2,207,2,2B,Cluster 6,010700 1,010700,Precinct 17,16034787,396230,137427,3/7/2016 12:00:05 AM,3/7/2016 5:30:21 AM
2016-03-07 09:27:07,DAY,THEFT F/AUTO,OTHERS,1300 - 1321 BLOCK OF 15TH STREET NW,2,208,2,2B,Cluster 6,005201 2,005201,Precinct 17,16034790,397002,137748,3/6/2016 2:00:27 PM,3/7/2016 6:30:55 AM
2016-03-07 11:00:03,DAY,THEFT/OTHER,OTHERS,1600 - 1660 BLOCK OF 32ND STREET NW,2,206,2,2E,Cluster 4,000100 1,000100,Precinct 5,16034873,394456,138159,2/26/2016 10:00:05 AM,2/26/2016 12:00:46 PM
2016-03-07 11:10:13,DAY,THEFT/OTHER,OTHERS,4700 - 4899 BLOCK OF WOODWAY LANE NW,2,205,3,3D,Cluster 13,000901 3,000901,Precinct 9,16034863,391783,141052,11/20/2014 12:00:25 PM,12/4/2014 12:00:54 PM
2016-03-07 11:10:54,DAY,ROBBERY,OTHERS,1900 - 1999 BLOCK OF I STREET NW,2,207,2,2B,Cluster 6,010700 1,010700,Precinct 17,16034854,396167,137054,3/3/2016 12:50:31 PM,3/3/2016 1:50:34 PM
2016-03-07 14:19:30,DAY,THEFT/OTHER,OTHERS,1000 - 1099 BLOCK OF CONNECTICUT AVENUE NW,2,207,2,2B,Cluster 6,010700 1,010700,Precinct 17,16034967,396559,137255,3/7/2016 12:40:56 PM,3/7/2016 12:41:27 PM
2016-03-07 14:31:17,DAY,MOTOR VEHICLE THEFT,OTHERS,1500 - 1599 BLOCK OF L STREET NW,2,207,2,2B,Cluster 6,010100 2,010100,Precinct 17,16034977,396915,137320,3/7/2016 9:30:30 AM,3/7/2016 1:30:06 PM
2016-03-07 15:39:09,EVENING,THEFT F/AUTO,OTHERS,1623 - 1699 BLOCK OF 19TH STREET NW,2,208,2,2B,Cluster 6,004202 1,004202,Precinct 14,16035015,396233,138264,3/7/2016 1:40:33 PM,3/7/2016 2:30:04 PM
2016-03-07 16:04:49,EVENING,THEFT F/AUTO,OTHERS,1900 - 1999 BLOCK OF SUNDERLAND PLACE NW,2,208,2,2B,Cluster 6,010700 2,010700,Precinct 14,16035020,396163,137783,3/7/2016 2:50:22 PM,3/7/2016 2:55:00 PM
2016-03-07 16:49:09,EVENING,THEFT/OTHER,OTHERS,3600 - 3699 BLOCK OF 38TH STREET NW,2,204,3,3C,Cluster 14,001002 2,001002,Precinct 29,16034985,393411,141168,3/6/2016 6:00:06 PM,3/7/2016 12:00:09 PM
