REPORT_DATE,SHIFT,OFFENSE,METHOD,BLOCK,DISTRICT,PSA,WARD,ANC,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,CCN,XBLOCK,YBLOCK,START_DATE,END_DATE
2016-03-02 05:48:26,MIDNIGHT,THEFT/OTHER,OTHERS,1400 - 1499 BLOCK OF A STREET NE,1,108,6,6A,Cluster 26,008002 1,008002,Precinct 86,16400394,401337,135898,10/10/2015 12:00:35 PM,10/23/2015 12:00:48 PM
2016-03-02 05:58:47,MIDNIGHT,THEFT/OTHER,OTHERS,1400 - 1499 BLOCK OF A STREET NE,1,108,6,6A,Cluster 26,008002 1,008002,Precinct 86,16400395,401337,135898,12/18/2015 12:00:52 PM,12/26/2015 12:00:07 PM
2016-03-02 06:05:25,MIDNIGHT,THEFT/OTHER,OTHERS,1400 - 1499 BLOCK OF A STREET NE,1,108,6,6A,Cluster 26,008002 1,008002,Precinct 86,16400396,401337,135898,2/4/2016 12:00:36 PM,2/7/2016 12:00:48 PM
2016-03-02 06:13:17,MIDNIGHT,THEFT/OTHER,OTHERS,1400 - 1499 BLOCK OF A STREET NE,1,108,6,6A,Cluster 26,008002 1,008002,Precinct 86,16400397,401337,135898,2/16/2016 12:00:17 PM,2/17/2016 12:00:40 PM
2016-03-02 06:22:31,MIDNIGHT,THEFT F/AUTO,OTHERS,300 - 399 BLOCK OF 12TH STREET SW,1,105,6,6D,Cluster 9,010200 2,010200,Precinct 142,16400398,397559,135293,2/24/2016 2:05:36 PM,2/24/2016 4:05:49 PM
2016-03-02 06:55:31,MIDNIGHT,THEFT F/AUTO,OTHERS,400 - 499 BLOCK OF INDEPENDENCE AVENUE SE,1,107,6,6B,Cluster 26,006600 1,006600,Precinct 89,16400399,399996,135528,2/25/2016 11:30:39 AM,2/25/2016 4:30:51 PM
2016-03-02 08:03:35,DAY,THEFT/OTHER,OTHERS,1400 - 1499 BLOCK OF A STREET NE,1,108,6,6A,Cluster 26,008002 1,008002,Precinct 86,16400401,401337,135898,2/26/2016 6:00:42 PM,2/26/2016 6:10:55 PM
2016-03-02 10:39:16,DAY,THEFT/OTHER,OTHERS,200 - 299 BLOCK OF 14TH PLACE NE,1,108,6,6A,Cluster 25,008002 2,008002,Precinct 86,16032131,401338,136110,2/26/2016 10:38:30 AM,2/27/2016 10:00:51 AM
2016-03-02 12:10:13,DAY,THEFT/OTHER,OTHERS,1200 - 1299 BLOCK OF HALF STREET SW,1,105,6,6D,Cluster 9,006400 1,006400,Precinct 127,16032138,399075,134190,3/2/2016 8:00:33 AM,3/2/2016 8:30:34 AM
2016-03-02 12:39:50,DAY,THEFT/OTHER,OTHERS,1200 - 1299 BLOCK OF G STREET NW,1,101,2,2C,Cluster 8,005800 1,005800,Precinct 129,16032203,397497,136718,3/2/2016 10:41:34 AM,3/2/2016 11:05:05 AM
2016-03-02 12:41:47,DAY,THEFT/OTHER,OTHERS,1200 - 1299 BLOCK OF G STREET NW,1,101,2,2C,Cluster 8,005800 1,005800,Precinct 129,16032204,397497,136718,3/2/2016 10:41:14 AM,3/2/2016 12:41:35 PM
2016-03-02 12:53:41,DAY,THEFT/OTHER,OTHERS,300 - 399 BLOCK OF H STREET NE,1,104,6,6C,Cluster 25,008301 1,008301,Precinct 83,16032064,399886,136928,2/29/2016 12:44:25 AM,2/29/2016 12:59:33 AM
2016-03-02 15:53:44,EVENING,THEFT F/AUTO,OTHERS,300 - 339 BLOCK OF 8TH STREET SE,1,107,6,6B,Cluster 26,006600 1,006600,Precinct 89,16032280,400437,135275,3/2/2016 2:30:22 PM,3/2/2016 3:17:22 PM
2016-03-02 15:56:17,EVENING,THEFT F/AUTO,OTHERS,813 - 899 BLOCK OF G STREET NE,1,104,6,6A,Cluster 25,008402 2,008402,Precinct 82,16032279,400515,136784,3/2/2016 10:30:49 AM,3/2/2016 2:30:16 PM
2016-03-02 16:04:34,EVENING,THEFT/OTHER,OTHERS,1000 - 1099 BLOCK OF 14TH STREET NW,1,101,2,2F,Cluster 8,010100 1,010100,Precinct 129,16032289,397228,137253,3/2/2016 12:30:26 PM,3/2/2016 1:30:35 PM
2016-03-02 16:30:55,EVENING,THEFT F/AUTO,OTHERS,1 - 99 BLOCK OF MASSACHUSETTS AVENUE NE,1,103,6,6C,,006202 1,006202,Precinct 130,16031485,399272,136594,2/19/2016 9:23:34 AM,3/1/2016 11:30:36 AM
2016-03-02 16:56:00,EVENING,THEFT F/AUTO,OTHERS,700 - 799 BLOCK OF 7TH STREET NE,1,104,6,6C,Cluster 25,008302 1,008302,Precinct 83,16032295,400332,136856,3/2/2016 2:00:29 PM,3/2/2016 3:30:07 PM
2016-03-02 17:27:57,EVENING,THEFT F/AUTO,OTHERS,1000 - 1099 BLOCK OF PENNSYLVANIA AVENUE SE,1,107,6,6B,Cluster 26,007000 2,007000,Precinct 90,16032348,400686,135019,3/2/2016 12:50:35 PM,3/2/2016 3:45:37 PM
2016-03-02 17:30:49,EVENING,THEFT F/AUTO,OTHERS,500 - 599 BLOCK OF H STREET NW,1,102,2,2C,Cluster 8,005800 2,005800,Precinct 143,16032360,398315,136884,3/2/2016 4:40:24 PM,3/2/2016 4:45:38 PM
2016-03-02 17:44:52,EVENING,MOTOR VEHICLE THEFT,OTHERS,900 - 999 BLOCK OF H STREET NW,1,101,2,2C,Cluster 8,005800 1,005800,Precinct 129,16032365,397833,136884,3/2/2016 11:45:45 AM,3/2/2016 12:05:49 PM
2016-03-02 18:38:17,EVENING,THEFT/OTHER,OTHERS,400 - 499 BLOCK OF 8TH STREET SE,1,107,6,6B,Cluster 26,007000 2,007000,Precinct 90,16032410,400436,135043,3/2/2016 6:00:57 PM,3/2/2016 6:38:01 PM
2016-03-02 18:52:45,EVENING,THEFT/OTHER,OTHERS,700 - 799 BLOCK OF H STREET NE,1,104,6,6C,Cluster 25,008302 1,008302,Precinct 83,16032413,400384,136927,3/2/2016 6:00:01 PM,3/2/2016 6:03:39 PM
2016-03-02 20:13:33,EVENING,THEFT/OTHER,OTHERS,700 - 799 BLOCK OF H STREET NE,1,104,6,6C,Cluster 25,008302 1,008302,Precinct 83,16032457,400384,136927,3/2/2016 7:30:49 PM,3/2/2016 7:44:27 PM
2016-03-02 21:18:47,EVENING,THEFT/OTHER,OTHERS,1000 - 1099 BLOCK OF I STREET NW,1,101,2,2C,Cluster 8,005800 1,005800,Precinct 129,16032406,397700,136999,2/29/2016 5:43:19 AM,3/2/2016 4:00:42 PM
2016-03-02 21:44:36,EVENING,ASSAULT W/DANGEROUS WEAPON,OTHERS,700 - 799 BLOCK OF 12TH STREET SE,1,106,6,6B,Cluster 26,007100 2,007100,Precinct 91,16032451,400846,134715,3/2/2016 6:16:03 PM,3/2/2016 8:45:59 PM
2016-03-02 22:06:01,EVENING,BURGLARY,OTHERS,700 - 799 BLOCK OF 7TH STREET NE,1,104,6,6C,Cluster 25,008302 1,008302,Precinct 83,16032511,400332,136856,3/2/2016 9:22:38 PM,
2016-03-02 23:03:14,MIDNIGHT,THEFT F/AUTO,OTHERS,500 - 699 BLOCK OF 10TH STREET SE,1,107,6,6B,Cluster 26,007000 2,007000,Precinct 90,16032439,400638,134906,3/2/2016 8:45:33 AM,3/2/2016 7:28:21 PM
2016-03-03 01:59:41,MIDNIGHT,THEFT F/AUTO,OTHERS,600 - 699 BLOCK OF H STREET NW,1,102,2,2C,Cluster 8,005800 2,005800,Precinct 129,16032379,398185,136884,3/2/2016 5:22:29 PM,3/2/2016 7:54:08 PM
2016-03-03 02:20:23,MIDNIGHT,THEFT/OTHER,OTHERS,1000 - 1099 BLOCK OF H STREET NE,1,104,6,6A,Cluster 25,008402 2,008402,Precinct 82,16032594,400686,136927,3/3/2016 12:43:33 AM,3/3/2016 12:49:20 AM
2016-03-03 11:35:19,DAY,THEFT/OTHER,OTHERS,500 - 721 BLOCK OF 2ND STREET NW,1,103,6,6C,Cluster 8,005900 1,005900,Precinct 1,16032729,398815,136650,1/2/2016 10:00:13 AM,3/3/2016 9:30:34 AM
2016-03-03 12:03:36,DAY,THEFT/OTHER,OTHERS,600 - 669 BLOCK OF PENNSYLVANIA AVENUE SE,1,107,6,6B,Cluster 26,006500 1,006500,Precinct 89,16032679,400232,135255,3/3/2016 8:56:40 AM,3/3/2016 9:34:26 AM
2016-03-03 12:34:58,DAY,THEFT/OTHER,OTHERS,700 - 799 BLOCK OF 12TH STREET NW,1,101,2,2C,Cluster 8,005800 1,005800,Precinct 129,16032748,397564,136801,3/3/2016 7:00:31 AM,3/3/2016 10:00:53 AM
2016-03-03 12:37:26,DAY,THEFT/OTHER,OTHERS,300 - 399 BLOCK OF TINGEY STREET SE,1,106,6,6D,Cluster 27,007200 2,007200,Precinct 131,16032760,399888,134117,3/2/2016 7:00:56 PM,3/2/2016 10:15:01 PM
2016-03-03 12:39:06,DAY,BURGLARY,OTHERS,700 - 799 BLOCK OF H STREET NE,1,104,6,6C,Cluster 25,008302 1,008302,Precinct 83,16032702,400384,136927,3/3/2016 8:03:20 AM,3/3/2016 10:59:20 AM
2016-03-03 13:52:04,DAY,THEFT F/AUTO,OTHERS,700 - 799 BLOCK OF 7TH STREET NW,1,102,2,2C,Cluster 8,005800 1,005800,Precinct 129,16032802,398098,136808,1/22/2016 7:00:34 PM,1/22/2016 9:30:03 PM
2016-03-03 16:37:59,EVENING,THEFT/OTHER,OTHERS,400 - 499 BLOCK OF 8TH STREET NW,1,102,2,2C,Cluster 8,005800 1,005800,Precinct 143,16032907,398008,136402,2/29/2016 12:30:51 PM,2/29/2016 12:40:16 PM
2016-03-03 16:48:35,EVENING,THEFT/OTHER,OTHERS,300 - 399 BLOCK OF 7TH STREET SE,1,107,6,6B,Cluster 26,006600 1,006600,Precinct 89,16032862,400331,135279,3/3/2016 11:50:50 AM,3/3/2016 12:05:12 PM
2016-03-03 17:09:41,EVENING,THEFT/OTHER,OTHERS,1600 - 1699 BLOCK OF EAST CAPITOL STREET,1,108,6,6B,Cluster 26,006801 2,006801,Precinct 87,16032889,401605,135773,3/3/2016 4:00:40 PM,3/3/2016 4:30:20 PM
2016-03-03 17:51:18,EVENING,THEFT/OTHER,OTHERS,800 - 899 BLOCK OF 7TH STREET NW,1,102,2,2C,Cluster 8,005800 1,005800,Precinct 129,16032948,398099,136943,3/3/2016 4:50:03 PM,3/3/2016 5:05:13 PM
2016-03-03 17:52:17,EVENING,THEFT/OTHER,OTHERS,600 - 669 BLOCK OF PENNSYLVANIA AVENUE SE,1,107,6,6B,Cluster 26,006500 1,006500,Precinct 89,16032947,400232,135255,3/3/2016 4:54:06 PM,3/3/2016 5:36:12 PM
2016-03-03 18:37:58,EVENING,THEFT/OTHER,OTHERS,1300 - 1399 BLOCK OF F STREET NW,1,101,2,2C,Cluster 8,005800 1,005800,Precinct 129,16032988,397328,136611,2/27/2016 1:30:33 PM,2/27/2016 3:00:49 PM
2016-03-03 19:16:32,EVENING,THEFT/OTHER,OTHERS,1000 - 1299 BLOCK OF SOUTH CAPITOL STREET,1,105,6,6D,Cluster 9,007200 2,007200,Precinct 128,16032985,399210.55,134299.54,3/3/2016 5:49:57 PM,3/3/2016 5:51:17 PM
2016-03-03 20:21:20,EVENING,THEFT F/AUTO,OTHERS,1 - 60 BLOCK OF K STREET NW,1,103,6,6E,Cluster 8,004702 1,004702,Precinct 1,16033040,399119,137184,3/3/2016 5:20:15 PM,3/3/2016 8:20:56 PM
2016-03-03 21:23:45,EVENING,THEFT/OTHER,OTHERS,1000 - 1099 BLOCK OF H STREET NW,1,101,2,2C,Cluster 8,005800 1,005800,Precinct 129,16032910,397700,136885,3/3/2016 3:50:23 PM,3/3/2016 4:30:33 PM
2016-03-04 03:21:57,MIDNIGHT,ROBBERY,OTHERS,700 - 749 BLOCK OF 10TH STREET NW,1,101,2,2C,Cluster 8,005800 1,005800,Precinct 129,16033167,397745,136759,3/4/2016 2:05:01 AM,3/4/2016 2:08:54 AM
2016-03-04 11:31:45,DAY,THEFT/OTHER,OTHERS,1 - 99 BLOCK OF 8TH STREET SE,1,107,6,6B,Cluster 26,006600 1,006600,Precinct 89,16400414,400436,135710,2/11/2016 12:15:51 PM,2/11/2016 12:25:18 PM
2016-03-04 11:40:17,DAY,THEFT/OTHER,OTHERS,22 - 99 BLOCK OF NEW YORK AVENUE NW,1,103,6,6E,Cluster 8,004701 2,004701,Precinct 1,16033259,399058,137651,3/4/2016 10:09:57 AM,3/4/2016 11:32:57 AM
2016-03-04 12:02:55,DAY,THEFT/OTHER,OTHERS,600 - 699 BLOCK OF 14TH PLACE NE,1,108,6,6A,Cluster 25,008001 1,008001,Precinct 81,16033276,401338,136696,3/4/2016 10:53:11 AM,3/4/2016 11:50:53 AM
2016-03-04 18:50:47,EVENING,THEFT/OTHER,OTHERS,400 - 499 BLOCK OF 8TH STREET NW,1,102,2,2C,Cluster 8,005800 1,005800,Precinct 143,16033503,398008,136402,3/4/2016 6:05:17 PM,3/4/2016 6:20:46 PM
2016-03-04 19:36:46,EVENING,THEFT/OTHER,OTHERS,1 - 99 BLOCK OF 8TH STREET SE,1,107,6,6B,Cluster 26,006600 1,006600,Precinct 89,16033532,400436,135710,3/4/2016 6:50:00 PM,3/4/2016 7:21:44 PM
2016-03-04 20:44:04,EVENING,ASSAULT W/DANGEROUS WEAPON,OTHERS,1200 - 1299 BLOCK OF 1ST STREET SE,1,106,6,6D,Cluster 27,007200 2,007200,Precinct 131,16033540,399491,134192,3/4/2016 6:50:00 PM,3/4/2016 7:10:04 PM
2016-03-04 21:09:37,EVENING,THEFT/OTHER,OTHERS,1300 - 1399 BLOCK OF I STREET NW,1,101,2,2C,Cluster 8,010100 1,010100,Precinct 129,16033587,397328,137053,3/4/2016 6:00:50 PM,3/4/2016 7:30:34 PM
2016-03-04 22:09:16,EVENING,THEFT/OTHER,OTHERS,600 - 699 BLOCK OF H STREET NE,1,104,6,6C,Cluster 25,008302 1,008302,Precinct 83,16033581,400233,136927,3/4/2016 8:01:19 PM,3/4/2016 8:15:04 PM
2016-03-04 22:37:25,EVENING,THEFT F/AUTO,OTHERS,600 - 699 BLOCK OF NEW YORK AVENUE NW,1,102,6,6E,Cluster 8,004701 2,004701,Precinct 18,16033640,398187,137264,3/4/2016 7:05:09 PM,3/4/2016 10:10:12 PM
2016-03-05 04:05:02,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,OTHERS,900 - 999 BLOCK OF 7TH STREET NE,1,104,6,6C,Cluster 25,010600 3,010600,Precinct 83,16033784,400332,137118,3/5/2016 1:30:43 AM,3/5/2016 3:10:59 AM
2016-03-05 04:16:52,MIDNIGHT,ROBBERY,OTHERS,800 - 899 BLOCK OF 17TH STREET SE,1,108,6,6B,Cluster 26,006802 2,006802,Precinct 91,16033794,401669,134659,3/5/2016 2:40:16 AM,3/5/2016 2:43:39 AM
2016-03-05 05:13:33,MIDNIGHT,ROBBERY,GUN,1300 - 1399 BLOCK OF I STREET NE,1,104,6,6A,Cluster 25,008410 1,008410,Precinct 82,16033829,401078,137051,3/5/2016 4:19:41 AM,3/5/2016 4:25:23 AM
2016-03-05 05:55:28,MIDNIGHT,MOTOR VEHICLE THEFT,OTHERS,700 - 721 BLOCK OF 13TH STREET NE,1,104,6,6A,Cluster 25,008402 1,008402,Precinct 82,16033835,401014,136819,3/4/2016 11:30:18 PM,3/5/2016 5:00:22 AM
2016-03-05 06:17:24,MIDNIGHT,ROBBERY,GUN,INTERSTATE 395 NORTHBOUND AND RAMP TO 2ND STREET NW NORTHBOUND,1,103,2,6C,Cluster 8,005900 1,005900,Precinct 143,16033836,398779.312875,136397.656250,3/5/2016 4:44:12 AM,3/5/2016 6:16:55 AM
2016-03-05 09:22:57,DAY,SEX ABUSE,OTHERS,444 - 499 BLOCK OF K STREET NW,1,102,6,6E,Cluster 8,004702 1,004702,Precinct 1,16033845,398413,137185,3/5/2016 3:30:21 AM,
2016-03-05 12:25:12,DAY,THEFT/OTHER,OTHERS,700 - 799 BLOCK OF H STREET NE,1,104,6,6C,Cluster 25,008302 1,008302,Precinct 83,16033903,400384,136927,3/5/2016 10:43:38 AM,3/5/2016 12:25:08 PM
2016-03-05 16:09:15,EVENING,THEFT F/AUTO,OTHERS,400 - 499 BLOCK OF H STREET NE,1,104,6,6C,Cluster 25,008301 1,008301,Precinct 83,16033989,399996,136928,3/5/2016 1:00:48 PM,3/5/2016 2:00:37 PM
2016-03-05 16:35:36,EVENING,THEFT F/AUTO,OTHERS,600 - 699 BLOCK OF NEW YORK AVENUE NW,1,102,6,6E,Cluster 8,004701 2,004701,Precinct 18,16033992,398187,137264,3/5/2016 2:15:49 PM,3/5/2016 3:00:23 PM
2016-03-06 06:57:40,MIDNIGHT,THEFT/OTHER,OTHERS,700 - 799 BLOCK OF 7TH STREET NW,1,102,2,2C,Cluster 8,005800 1,005800,Precinct 129,16034192,398098,136808,3/5/2016 10:45:20 PM,3/5/2016 11:00:53 PM
2016-03-06 11:05:02,DAY,MOTOR VEHICLE THEFT,OTHERS,600 - 699 BLOCK OF I STREET SE,1,106,6,6B,Cluster 26,007000 1,007000,Precinct 90,16034414,400234.660862170680,134688.174522421290,3/5/2016 6:30:05 PM,3/6/2016 10:30:49 AM
2016-03-06 11:53:46,DAY,THEFT F/AUTO,OTHERS,1400 1499  BLOCK OF PENNSYLVANIA AVENUE SE,1,108,6,6B,Cluster 26,007100 2,007100,Precinct 91,16034403,401356,134668,3/5/2016 10:30:43 PM,3/6/2016 9:50:53 AM
2016-03-06 11:55:38,DAY,BURGLARY,OTHERS,1800 - 1899 BLOCK OF MASSACHUSETTS AVENUE SE,1,108,6,6B,Cluster 26,006802 1,006802,Precinct 87,16034387,401892,135229,3/6/2016 1:38:37 AM,3/6/2016 1:48:10 AM
2016-03-06 12:23:27,DAY,THEFT F/AUTO,OTHERS,1800 - 1899 BLOCK OF E STREET SE,1,108,6,6B,Cluster 26,006804 1,006804,Precinct 87,16034429,401897,135000,3/6/2016 9:45:26 AM,3/6/2016 10:30:56 AM
2016-03-06 13:45:32,DAY,THEFT F/AUTO,OTHERS,700 - 799 BLOCK OF 4TH STREET NE,1,104,6,6C,Cluster 25,008301 1,008301,Precinct 83,16034397,399950,136856,3/5/2016 5:00:51 PM,3/6/2016 9:00:23 AM
2016-03-06 17:47:02,EVENING,THEFT F/AUTO,OTHERS,500 - 599 BLOCK OF 10TH STREET NW,1,101,2,2C,Cluster 8,005800 1,005800,Precinct 129,16034570,397746,136543,3/6/2016 5:00:03 PM,3/6/2016 5:30:36 PM
2016-03-06 19:06:45,EVENING,THEFT/OTHER,OTHERS,700 - 899 BLOCK OF PENNSYLVANIA AVENUE NW,1,102,2,2C,,006202 1,006202,Precinct 129,16034607,398009,136194,3/6/2016 4:00:54 PM,3/6/2016 4:30:07 PM
2016-03-06 20:18:07,EVENING,ROBBERY,OTHERS,1100 - 1199 BLOCK OF PENNSYLVANIA AVENUE SE,1,107,6,6B,Cluster 26,007100 2,007100,Precinct 91,16034653,400790,134964,3/6/2016 5:20:12 PM,3/6/2016 5:40:36 PM
2016-03-06 20:19:06,EVENING,THEFT/OTHER,OTHERS,1000 - 1299 BLOCK OF SOUTH CAPITOL STREET,1,105,6,6D,Cluster 9,007200 2,007200,Precinct 128,16034650,399210.55,134299.54,3/6/2016 7:23:27 PM,3/6/2016 8:00:47 PM
2016-03-06 21:15:06,EVENING,THEFT/OTHER,OTHERS,1 - 99 BLOCK OF MASSACHUSETTS AVENUE NE,1,103,6,6C,,006202 1,006202,Precinct 130,16034652,399272,136594,3/6/2016 5:00:17 PM,3/6/2016 6:15:50 PM
2016-03-07 08:33:43,DAY,THEFT F/AUTO,OTHERS,300 - 399 BLOCK OF EAST CAPITOL STREET,1,107,6,6B,Cluster 26,006600 1,006600,Precinct 89,16034794,399886,135773,3/6/2016 10:00:22 PM,3/7/2016 7:00:36 AM
2016-03-07 10:30:58,DAY,THEFT/OTHER,OTHERS,1000 - 1299 BLOCK OF SOUTH CAPITOL STREET,1,105,6,6D,Cluster 9,007200 2,007200,Precinct 128,16034852,399210.55,134299.54,3/7/2016 9:44:29 AM,3/7/2016 9:45:46 AM
2016-03-07 13:07:16,DAY,THEFT/OTHER,OTHERS,500 - 599 BLOCK OF 7TH STREET NW,1,102,2,2C,Cluster 8,005800 1,005800,Precinct 129,16034938,398098,136539,3/4/2016 5:55:18 PM,3/7/2016 9:07:09 AM
2016-03-07 13:15:14,DAY,THEFT/OTHER,OTHERS,1200 - 1299 BLOCK OF G STREET NW,1,101,2,2C,Cluster 8,005800 1,005800,Precinct 129,16034946,397497,136718,3/7/2016 11:50:28 AM,3/7/2016 11:55:35 AM
2016-03-07 15:11:35,EVENING,THEFT/OTHER,OTHERS,200 - 299 BLOCK OF PENNSYLVANIA AVENUE SE,1,107,6,6B,Cluster 26,006500 1,006500,Precinct 89,16034998,399760,135503,3/7/2016 1:00:40 PM,3/7/2016 1:45:29 PM
2016-03-07 18:08:01,EVENING,THEFT/OTHER,OTHERS,900 - 999 BLOCK OF 9TH STREET NW,1,102,2,2C,Cluster 8,005800 1,005800,Precinct 129,16035099,397919,137069,3/7/2016 9:00:38 AM,3/7/2016 3:00:22 PM
2016-03-07 18:35:43,EVENING,THEFT/OTHER,OTHERS,600 - 699 BLOCK OF K STREET NW,1,102,6,6E,Cluster 8,004702 1,004702,Precinct 18,16035156,398186,137185,3/7/2016 5:07:07 PM,3/7/2016 5:34:40 PM
2016-03-07 19:12:37,EVENING,THEFT/OTHER,OTHERS,1000 - 1299 BLOCK OF SOUTH CAPITOL STREET,1,105,6,6D,Cluster 9,007200 2,007200,Precinct 128,16035197,399210.55,134299.54,3/7/2016 6:00:17 PM,3/7/2016 6:58:29 PM
2016-03-07 20:49:49,EVENING,THEFT/OTHER,OTHERS,1 - 99 BLOCK OF MASSACHUSETTS AVENUE NE,1,103,6,6C,,006202 1,006202,Precinct 130,16035255,399272,136594,3/7/2016 1:00:14 PM,3/7/2016 5:30:46 PM
