REPORT_DATE,SHIFT,OFFENSE,METHOD,BLOCK,DISTRICT,PSA,WARD,ANC,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,CCN,XBLOCK,YBLOCK,START_DATE,END_DATE
2016-03-02 12:54:20,DAY,THEFT/OTHER,OTHERS,2818 - 2899 BLOCK OF SHERMAN AVENUE NW,3,304,1,1B,Cluster 2,003500 1,003500,Precinct 37,16032104,397754,139859,3/2/2016 8:36:46 AM,3/2/2016 9:13:48 AM
2016-03-02 14:19:46,DAY,THEFT/OTHER,OTHERS,1300 - 1399 BLOCK OF 14TH STREET NW,3,307,2,2F,Cluster 7,005201 3,005201,Precinct 17,16032236,397228,137798,3/2/2016 1:10:49 PM,3/2/2016 1:15:37 PM
2016-03-02 14:21:39,DAY,THEFT/OTHER,OTHERS,2100 - 2199 BLOCK OF 11TH STREET NW,3,305,1,1B,Cluster 3,004400 1,004400,Precinct 22,16400382,397655,138975,2/27/2016 12:01:45 PM,2/27/2016 11:00:23 PM
2016-03-02 15:28:52,EVENING,THEFT F/AUTO,OTHERS,3000 - 3099 BLOCK OF GEORGIA AVENUE NW,3,302,1,1A,Cluster 2,003100 1,003100,Precinct 38,16032264,397991,140078,3/2/2016 1:20:20 PM,3/2/2016 2:00:44 PM
2016-03-02 15:37:55,EVENING,THEFT/OTHER,OTHERS,1300 - 1399 BLOCK OF 13TH STREET NW,3,307,2,2F,Cluster 7,005002 2,005002,Precinct 17,16400348,397430,137783,2/21/2016 11:30:26 PM,2/22/2016 5:00:46 AM
2016-03-02 17:46:07,EVENING,THEFT F/AUTO,OTHERS,3200 - 3299 BLOCK OF HIATT PLACE NW,3,302,1,1A,Cluster 2,002802 2,002802,Precinct 39,16032252,396986,140220,3/2/2016 9:30:01 AM,3/2/2016 1:32:02 PM
2016-03-02 19:47:53,EVENING,THEFT F/AUTO,OTHERS,1632 - 1669 BLOCK OF COLUMBIA ROAD NW,3,303,1,1C,Cluster 1,003900 1,003900,Precinct 35,16032443,396686,139736,3/2/2016 5:00:34 PM,3/2/2016 6:50:39 PM
2016-03-02 21:04:02,EVENING,THEFT F/AUTO,OTHERS,1300 - 1399 BLOCK OF CORCORAN STREET NW,3,307,2,2F,Cluster 7,005001 2,005001,Precinct 16,16032480,397330,138223,3/2/2016 6:00:07 PM,3/2/2016 9:03:53 PM
2016-03-02 21:13:42,EVENING,THEFT F/AUTO,OTHERS,1705 - 1799 BLOCK OF 6TH STREET NW,3,308,6,6E,Cluster 7,004801 1,004801,Precinct 21,16032466,398274,138411,3/2/2016 4:30:43 PM,3/2/2016 8:00:40 PM
2016-03-02 21:24:13,EVENING,THEFT/OTHER,OTHERS,1300 - 1399 BLOCK OF CLIFTON STREET NW,3,304,1,1B,Cluster 2,003600 1,003600,Precinct 23,16032495,397324,139395,3/2/2016 8:57:03 PM,3/2/2016 9:04:06 PM
2016-03-03 00:21:52,MIDNIGHT,THEFT F/AUTO,OTHERS,1300 - 1399 BLOCK OF WALLACH PLACE NW,3,305,1,1B,Cluster 3,004400 2,004400,Precinct 22,16032564,397329,138713,3/2/2016 8:00:16 PM,3/2/2016 9:20:34 PM
2016-03-03 09:56:14,DAY,THEFT F/AUTO,OTHERS,2000 - 2099 BLOCK OF 14TH STREET NW,3,305,1,1B,Cluster 3,004300 1,004300,Precinct 22,16032128,397229,138854,2/23/2016 4:00:25 PM,2/23/2016 5:00:32 PM
2016-03-03 11:53:40,DAY,THEFT/OTHER,OTHERS,1800 - 1899 BLOCK OF 7TH STREET NW,3,306,1,1B,Cluster 3,004400 2,004400,Precinct 137,16032718,398099,138551,3/3/2016 10:10:55 AM,3/3/2016 10:22:34 AM
2016-03-03 13:45:09,DAY,THEFT F/AUTO,OTHERS,500 - 599 BLOCK OF R STREET NW,3,308,6,6E,Cluster 7,004801 1,004801,Precinct 18,16032649,398316,138304,3/2/2016 8:00:04 PM,3/3/2016 6:45:00 AM
2016-03-03 13:52:56,DAY,THEFT/OTHER,OTHERS,1500 - 1599 BLOCK OF 10TH STREET NW,3,307,6,6E,Cluster 7,004901 2,004901,Precinct 18,16400404,397745,138046,2/22/2016 5:00:36 PM,2/23/2016 3:00:31 PM
2016-03-03 13:58:51,DAY,THEFT F/AUTO,OTHERS,1131 - 1299 BLOCK OF EUCLID STREET NW,3,304,1,1B,Cluster 2,003600 3,003600,Precinct 23,16032783,397496,139543,3/3/2016 1:10:05 PM,3/3/2016 1:25:48 PM
2016-03-03 14:09:49,DAY,ROBBERY,OTHERS,3100 - 3299 BLOCK OF 14TH STREET NW,3,302,1,1A,Cluster 2,003000 1,003000,Precinct 39,16032812,397162,140182,3/3/2016 1:25:52 PM,3/3/2016 2:09:48 PM
2016-03-03 14:35:40,DAY,THEFT/OTHER,OTHERS,2100 - 2199 BLOCK OF 14TH STREET NW,3,301,1,1B,Cluster 3,004300 1,004300,Precinct 22,16032804,397229,138975,3/3/2016 1:28:34 PM,3/3/2016 1:31:58 PM
2016-03-03 16:06:20,EVENING,THEFT F/AUTO,OTHERS,1200 - 1299 BLOCK OF N STREET NW,3,307,2,2F,Cluster 7,005002 1,005002,Precinct 17,16032880,397497,137709,3/3/2016 2:00:16 PM,3/3/2016 2:30:18 PM
2016-03-03 16:35:37,EVENING,THEFT/OTHER,OTHERS,3100 - 3299 BLOCK OF 14TH STREET NW,3,302,1,1A,Cluster 2,003000 1,003000,Precinct 39,16032881,397162,140182,3/3/2016 3:20:04 PM,3/3/2016 3:30:15 PM
2016-03-03 16:51:50,EVENING,THEFT/OTHER,OTHERS,1200 - 1299 BLOCK OF M STREET NW,3,307,2,2F,Cluster 8,005002 4,005002,Precinct 17,16032895,397497,137532,3/3/2016 4:20:07 PM,
2016-03-03 17:01:47,EVENING,THEFT F/AUTO,OTHERS,1800 - 1820 BLOCK OF 15TH STREET NW,3,301,2,2B,Cluster 6,004300 2,004300,Precinct 141,16032894,397004,138511,3/3/2016 3:00:04 PM,3/3/2016 3:51:04 PM
2016-03-03 18:46:31,EVENING,THEFT/OTHER,OTHERS,1100 - 1198 BLOCK OF EUCLID STREET NW,3,304,1,1B,Cluster 2,003600 3,003600,Precinct 23,16032989,397612,139543,3/3/2016 5:59:38 PM,3/3/2016 6:05:26 PM
2016-03-03 20:35:06,EVENING,THEFT F/AUTO,OTHERS,1500 - 1599 BLOCK OF 6TH STREET NW,3,308,6,6E,Cluster 7,004801 1,004801,Precinct 18,16033041,398273,138058,3/3/2016 7:29:28 PM,3/3/2016 8:34:59 PM
2016-03-03 20:40:04,EVENING,THEFT/OTHER,OTHERS,1800 - 1823 BLOCK OF 14TH STREET NW,3,305,2,2B,Cluster 3,004300 2,004300,Precinct 141,16033052,397228,138511,3/3/2016 8:10:43 PM,
2016-03-03 20:47:23,EVENING,THEFT F/AUTO,OTHERS,1800 - 1899 BLOCK OF 7TH STREET NW,3,305,1,1B,Cluster 3,004400 2,004400,Precinct 137,16032788,398099,138551,3/3/2016 12:55:07 PM,3/3/2016 1:07:32 PM
2016-03-03 21:40:40,EVENING,THEFT F/AUTO,OTHERS,1400 - 1499 BLOCK OF W STREET NW,3,301,1,1B,Cluster 3,004300 1,004300,Precinct 22,16032998,397113,139035,3/3/2016 6:12:22 PM,3/3/2016 7:57:30 PM
2016-03-03 23:50:45,MIDNIGHT,THEFT/OTHER,OTHERS,1700 - 1789 BLOCK OF CORCORAN STREET NW,3,301,2,2B,Cluster 6,005301 4,005301,Precinct 15,16033070,396537,138223,3/3/2016 8:30:30 PM,3/3/2016 8:45:06 PM
2016-03-04 10:14:53,DAY,ASSAULT W/DANGEROUS WEAPON,KNIFE,1100 - 1199 BLOCK OF 14TH STREET NW,3,307,2,2F,Cluster 8,010100 1,010100,Precinct 17,16033217,397228,137406,3/4/2016 8:25:23 AM,3/4/2016 9:10:42 AM
2016-03-04 10:31:26,DAY,THEFT/OTHER,OTHERS,700 - 799 BLOCK OF FAIRMONT STREET NW,3,304,1,1B,Cluster 2,003500 1,003500,Precinct 37,16033235,397904,139683,3/3/2016 11:00:15 AM,3/3/2016 4:50:59 PM
2016-03-04 14:42:59,DAY,THEFT/OTHER,OTHERS,1618 - 1699 BLOCK OF 14TH STREET NW,3,307,2,2F,Cluster 7,005201 4,005201,Precinct 16,16033364,397228,138264,3/4/2016 1:34:51 PM,3/4/2016 1:42:49 PM
2016-03-04 15:43:12,EVENING,BURGLARY,OTHERS,1100 - 1199 BLOCK OF 6TH STREET NW,3,308,6,6E,Cluster 8,004802 2,004802,Precinct 18,16033387,398273,137449,3/3/2016 3:00:14 PM,3/4/2016 12:00:05 AM
2016-03-04 16:16:31,EVENING,THEFT F/AUTO,OTHERS,1300 - 1399 BLOCK OF T STREET NW,3,305,1,1B,Cluster 3,004400 2,004400,Precinct 22,16033406,397329,138634,3/4/2016 4:20:14 PM,3/4/2016 5:06:29 PM
2016-03-04 16:59:48,EVENING,ROBBERY,OTHERS,1737 - 1776 BLOCK OF COLUMBIA ROAD NW,3,303,1,1C,Cluster 1,003800 3,003800,Precinct 35,16033415,396455,139555,3/4/2016 3:57:06 PM,3/4/2016 4:00:43 PM
2016-03-04 17:03:39,EVENING,THEFT F/AUTO,OTHERS,400 - 499 BLOCK OF M STREET NW,3,308,6,6E,Cluster 8,004802 1,004802,Precinct 18,16033438,398477,137531,3/4/2016 4:25:51 PM,3/4/2016 4:35:23 PM
2016-03-04 17:04:44,EVENING,THEFT/OTHER,OTHERS,3032 - 3099 BLOCK OF 16TH STREET NW,3,302,1,1D,Cluster 2,002702 2,002702,Precinct 39,16033429,396836,140005,3/4/2016 10:30:14 AM,3/4/2016 3:00:22 PM
2016-03-04 17:45:01,EVENING,THEFT/OTHER,OTHERS,700 - 799 BLOCK OF FAIRMONT STREET NW,3,304,1,1B,Cluster 2,003500 1,003500,Precinct 37,16033417,397904,139683,3/3/2016 8:00:52 PM,3/4/2016 5:00:13 PM
2016-03-04 19:26:51,EVENING,THEFT/OTHER,OTHERS,3100 - 3299 BLOCK OF 14TH STREET NW,3,302,1,1A,Cluster 2,003000 1,003000,Precinct 39,16033507,397162,140182,3/4/2016 5:42:03 PM,3/4/2016 5:50:42 PM
2016-03-04 22:36:07,EVENING,THEFT F/AUTO,OTHERS,1200 - 1299 BLOCK OF 9TH STREET NW,3,307,2,2F,Cluster 7,004902 2,004902,Precinct 129,16033637,397920,137620,3/4/2016 7:30:20 PM,3/4/2016 9:30:05 PM
2016-03-04 22:59:45,EVENING,ASSAULT W/DANGEROUS WEAPON,KNIFE,2700 - 2799 BLOCK OF 11TH STREET NW,3,304,1,1B,Cluster 2,003600 3,003600,Precinct 36,16033615,397655,139709,3/4/2016 8:17:42 PM,3/4/2016 10:38:33 PM
2016-03-05 00:02:56,MIDNIGHT,THEFT F/AUTO,OTHERS,1820 - 1899 BLOCK OF 9TH STREET NW,3,305,1,1B,Cluster 3,004400 2,004400,Precinct 137,16033691,397921,138592,3/4/2016 10:42:12 PM,3/4/2016 10:50:45 PM
2016-03-05 02:44:49,MIDNIGHT,THEFT F/AUTO,OTHERS,2400 - 2411 BLOCK OF 20TH STREET NW,3,303,1,1C,Cluster 1,004001 3,004001,Precinct 25,16033740,395934,139236,3/5/2016 1:19:30 AM,3/5/2016 1:53:04 AM
2016-03-05 04:28:01,MIDNIGHT,THEFT/OTHER,OTHERS,900 - 931 BLOCK OF U STREET NW,3,305,1,1B,Cluster 3,004400 2,004400,Precinct 137,16033812,397863,138792,3/4/2016 10:00:25 PM,3/5/2016 2:30:17 AM
2016-03-05 05:25:27,MIDNIGHT,THEFT/OTHER,OTHERS,2400 - 2499 BLOCK OF 18TH STREET NW,3,303,1,1C,Cluster 1,004002 1,004002,Precinct 25,16033610,396326,139306,3/4/2016 9:37:27 PM,3/4/2016 11:07:30 PM
2016-03-05 05:57:13,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,KNIFE,2200 - 2299 BLOCK OF 18TH STREET NW,3,303,1,1C,Cluster 1,004002 2,004002,Precinct 25,16033833,396385,139037,3/5/2016 3:15:33 AM,3/5/2016 5:57:11 AM
2016-03-05 14:19:30,DAY,THEFT F/AUTO,OTHERS,1500 - 1599 BLOCK OF KINGMAN PLACE NW,3,307,2,2F,Cluster 7,005001 2,005001,Precinct 16,16033968,397320,138058,3/5/2016 12:45:02 PM,3/5/2016 1:35:17 PM
2016-03-05 14:43:58,DAY,THEFT F/AUTO,OTHERS,900 - 999 BLOCK OF Q STREET NW,3,307,6,6E,Cluster 7,004901 2,004901,Precinct 18,16033973,397870,138140,3/5/2016 12:30:39 PM,3/5/2016 2:00:51 PM
2016-03-05 16:31:19,EVENING,THEFT F/AUTO,OTHERS,3000 - 3099 BLOCK OF GEORGIA AVENUE NW,3,302,1,1A,Cluster 2,003100 1,003100,Precinct 38,16034023,397991,140078,3/5/2016 3:47:09 PM,3/5/2016 4:20:18 PM
2016-03-05 16:42:20,EVENING,THEFT/OTHER,OTHERS,2900 - 2999 BLOCK OF 14TH STREET NW,3,302,1,1A,Cluster 2,002802 1,002802,Precinct 36,16033976,397184,139908,3/5/2016 1:15:57 PM,3/5/2016 1:17:05 PM
2016-03-05 21:21:51,EVENING,THEFT/OTHER,OTHERS,1300 - 1399 BLOCK OF BELMONT STREET NW,3,304,1,1B,Cluster 2,003600 1,003600,Precinct 23,16034151,397330,139246,3/5/2016 7:22:03 PM,3/5/2016 8:57:01 PM
2016-03-05 21:50:08,EVENING,THEFT/OTHER,OTHERS,700 - 899 BLOCK OF MT VERNON PLACE NW,3,308,2,2C,Cluster 8,005800 1,005800,Precinct 129,16034020,398006,137232,3/5/2016 2:00:25 PM,3/5/2016 2:02:37 PM
2016-03-05 23:48:38,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,GUN,1632 - 1669 BLOCK OF COLUMBIA ROAD NW,3,303,1,1C,Cluster 1,003900 1,003900,Precinct 35,16034188,396686,139736,3/5/2016 10:21:19 PM,3/5/2016 10:22:01 PM
2016-03-06 02:54:35,MIDNIGHT,ROBBERY,GUN,700 - 799 BLOCK OF FAIRMONT STREET NW,3,304,1,1B,Cluster 2,003500 1,003500,Precinct 37,16034269,397904,139683,3/6/2016 1:34:56 AM,3/6/2016 2:30:33 AM
2016-03-06 03:30:41,MIDNIGHT,ROBBERY,GUN,1400 - 1499 BLOCK OF COLUMBIA ROAD NW,3,302,1,1A,Cluster 2,002802 1,002802,Precinct 36,16034271,397044,139950,3/6/2016 1:45:05 AM,3/6/2016 1:48:01 AM
2016-03-06 03:47:15,MIDNIGHT,ROBBERY,OTHERS,1400 - 1499 BLOCK OF COLUMBIA ROAD NW,3,302,1,1A,Cluster 2,002802 1,002802,Precinct 36,16034203,397044,139950,3/5/2016 10:57:05 PM,3/5/2016 11:00:59 PM
2016-03-06 05:54:56,MIDNIGHT,THEFT/OTHER,OTHERS,1300 - 1399 BLOCK OF U STREET NW,3,305,1,1B,Cluster 3,004400 2,004400,Precinct 22,16034267,397330,138792,3/6/2016 1:50:08 AM,3/6/2016 2:10:46 AM
2016-03-06 06:47:01,MIDNIGHT,THEFT/OTHER,OTHERS,300 - 399 BLOCK OF ELM STREET NW,3,306,1,1B,Cluster 3,003400 1,003400,Precinct 20,16034361,398546,138840,3/6/2016 5:30:09 AM,3/6/2016 5:46:54 AM
2016-03-06 06:54:42,MIDNIGHT,SEX ABUSE,OTHERS,2322 - 2499 BLOCK OF ONTARIO ROAD NW,3,303,1,1C,Cluster 1,003800 1,003800,Precinct 24,16034352,396518,139335,3/6/2016 4:25:04 AM,3/6/2016 6:18:46 AM
2016-03-06 11:15:35,DAY,THEFT F/AUTO,OTHERS,1700 - 1799 BLOCK OF JOHNSON AVENUE NW,3,301,2,2F,Cluster 7,005201 4,005201,Precinct 16,16034412,397116,138388,3/5/2016 8:30:27 PM,3/6/2016 10:10:24 AM
2016-03-06 11:45:13,DAY,THEFT F/AUTO,OTHERS,1600 - 1699 BLOCK OF RIGGS PLACE NW,3,301,2,2B,Cluster 6,005301 1,005301,Precinct 15,16034424,396748,138388,3/6/2016 1:00:57 AM,3/6/2016 11:00:20 AM
2016-03-06 12:09:30,DAY,THEFT/OTHER,OTHERS,700 - 899 BLOCK OF MT VERNON PLACE NW,3,308,2,2C,Cluster 8,005800 1,005800,Precinct 129,16034413,398006,137232,2/25/2016 9:00:22 AM,2/25/2016 9:30:28 AM
2016-03-06 13:30:20,DAY,THEFT/OTHER,OTHERS,1200 - 1299 BLOCK OF VERMONT AVENUE NW,3,307,2,2F,Cluster 7,005002 2,005002,Precinct 17,16034454,397277,137638,3/6/2016 11:55:44 AM,3/6/2016 1:00:00 PM
2016-03-06 16:15:25,EVENING,THEFT F/AUTO,OTHERS,1500 - 1599 BLOCK OF 7TH STREET NW,3,308,6,6E,Cluster 7,004901 2,004901,Precinct 18,16034490,398099,138058,3/6/2016 12:45:01 PM,3/6/2016 3:00:27 PM
2016-03-06 16:34:56,EVENING,THEFT F/AUTO,OTHERS,2000 - 2099 BLOCK OF 11TH STREET NW,3,305,1,1B,Cluster 3,004400 1,004400,Precinct 22,16034524,397655,138854,3/6/2016 3:50:11 PM,3/6/2016 3:53:24 PM
2016-03-06 18:30:51,EVENING,THEFT/OTHER,OTHERS,1300 - 1399 BLOCK OF KENYON STREET NW,3,302,1,1A,Cluster 2,003000 1,003000,Precinct 39,16034574,397281,140197,2/21/2016 5:00:27 PM,3/6/2016 4:30:09 PM
2016-03-06 21:59:23,EVENING,THEFT/OTHER,OTHERS,3300 - 3398 BLOCK OF 14TH STREET NW,3,302,1,1A,Cluster 2,002802 2,002802,Precinct 41,16034654,397162,140314,3/6/2016 5:00:25 PM,3/6/2016 7:30:56 PM
2016-03-07 03:05:46,MIDNIGHT,THEFT F/AUTO,OTHERS,1600 - 1699 BLOCK OF U STREET NW,3,301,2,2B,Cluster 6,004201 1,004201,Precinct 141,16034733,396749,138793,3/6/2016 8:00:02 PM,3/7/2016 12:00:00 AM
2016-03-07 05:33:06,MIDNIGHT,THEFT F/AUTO,OTHERS,2000 - 2099 BLOCK OF 10TH STREET NW,3,305,1,1B,Cluster 3,004400 1,004400,Precinct 22,16034723,397745,138854,3/6/2016 9:00:34 PM,3/6/2016 11:00:40 PM
2016-03-07 10:27:33,DAY,THEFT/OTHER,OTHERS,3200 - 3218 BLOCK OF GEORGIA AVENUE NW,3,302,1,1A,Cluster 2,003100 1,003100,Precinct 38,16034841,397969,140269,3/7/2016 9:27:40 AM,3/7/2016 9:31:34 AM
2016-03-07 12:10:23,DAY,THEFT F/AUTO,OTHERS,700 - 799 BLOCK OF P STREET NW,3,308,6,6E,Cluster 7,004901 2,004901,Precinct 18,16034892,398054,137976,3/7/2016 10:49:01 AM,
2016-03-07 12:46:16,DAY,THEFT F/AUTO,OTHERS,2000 - 2099 BLOCK OF 11TH STREET NW,3,305,1,1B,Cluster 3,004400 1,004400,Precinct 22,16034928,397655,138854,3/7/2016 10:00:49 AM,3/7/2016 11:13:16 AM
2016-03-07 14:02:45,DAY,THEFT/OTHER,OTHERS,1811 - 1899 BLOCK OF CONNECTICUT AVENUE NW,3,303,2,2D,Cluster 1,004100 1,004100,Precinct 13,16034961,395984,138616,3/7/2016 11:30:10 AM,3/7/2016 12:00:36 PM
2016-03-07 14:24:36,DAY,THEFT/OTHER,OTHERS,2000 - 2039 BLOCK OF BELMONT ROAD NW,3,303,1,1C,Cluster 1,004001 3,004001,Precinct 25,16034959,395883,139183,2/7/2016 7:00:10 PM,3/1/2016 9:00:28 AM
2016-03-07 16:05:01,EVENING,THEFT/OTHER,OTHERS,3234 - 3399 BLOCK OF 13TH STREET NW,3,302,1,1A,Cluster 2,003000 1,003000,Precinct 39,16035047,397424,140348,3/5/2016 3:00:52 PM,3/6/2016 11:00:47 PM
2016-03-07 16:19:57,EVENING,THEFT/OTHER,OTHERS,3000 - 3099 BLOCK OF 14TH STREET NW,3,302,1,1A,Cluster 2,002802 1,002802,Precinct 36,16035049,397174,140033,3/5/2016 3:10:58 PM,3/6/2016 11:00:38 PM
2016-03-07 16:43:02,EVENING,THEFT F/AUTO,OTHERS,2224 - 2299 BLOCK OF 4TH STREET NW,3,306,1,1B,Cluster 3,003400 2,003400,Precinct 37,16035080,398430,139221,3/7/2016 12:55:57 PM,3/7/2016 1:52:52 PM
2016-03-07 16:43:45,EVENING,MOTOR VEHICLE THEFT,OTHERS,1300 - 1399 BLOCK OF 6TH STREET NW,3,308,6,6E,Cluster 7,004802 2,004802,Precinct 18,16035087,398273,137783,3/7/2016 11:00:25 AM,3/7/2016 2:00:39 PM
2016-03-07 17:27:45,EVENING,THEFT/OTHER,OTHERS,2300 - 2399 BLOCK OF 18TH STREET NW,3,303,1,1C,Cluster 1,004002 1,004002,Precinct 25,16305129,396370,139140,3/5/2016 11:00:30 PM,3/6/2016 1:00:42 AM
2016-03-07 19:11:20,EVENING,THEFT F/AUTO,OTHERS,2400 - 2537 BLOCK OF 15TH STREET NW,3,304,1,1B,Cluster 2,003700 3,003700,Precinct 23,16035184,396942,139389,3/7/2016 4:00:07 PM,3/7/2016 5:30:30 PM
2016-03-07 20:03:04,EVENING,THEFT F/AUTO,OTHERS,1300 - 1399 BLOCK OF U STREET NW,3,305,1,1B,Cluster 3,004400 2,004400,Precinct 22,16035041,397330,138792,3/7/2016 1:45:07 PM,3/7/2016 1:55:19 PM
2016-03-07 20:29:13,EVENING,THEFT F/AUTO,OTHERS,500 - 599 BLOCK OF W STREET NW,3,306,1,1B,Cluster 3,003400 2,003400,Precinct 37,16035061,398280,139035,3/7/2016 3:13:17 PM,3/7/2016 4:12:59 PM
2016-03-07 20:43:51,EVENING,THEFT F/AUTO,OTHERS,1300 - 1399 BLOCK OF FLORIDA AVENUE NW,3,305,1,1B,Cluster 3,004400 1,004400,Precinct 22,16035031,397328,139157,3/7/2016 10:00:53 AM,3/7/2016 3:00:04 PM
2016-03-07 21:30:40,EVENING,THEFT F/AUTO,OTHERS,2000 - 2099 BLOCK OF 13TH STREET NW,3,305,1,1B,Cluster 3,004400 1,004400,Precinct 22,16035268,397431,138854,3/7/2016 5:00:15 PM,3/7/2016 8:00:47 PM
2016-03-07 21:42:05,EVENING,THEFT F/AUTO,OTHERS,1700 - 1709 BLOCK OF 9TH STREET NW,3,307,6,6E,Cluster 7,004901 1,004901,Precinct 21,16035278,397921,138345,3/7/2016 8:51:23 PM,3/7/2016 9:41:41 PM
2016-03-07 21:57:26,EVENING,BURGLARY,OTHERS,2200 - 2299 BLOCK OF 12TH PLACE NW,3,305,1,1B,Cluster 3,004400 1,004400,Precinct 22,16035299,397500,139117,3/7/2016 7:30:38 AM,3/7/2016 7:30:12 PM
2016-03-07 22:41:32,EVENING,THEFT F/AUTO,OTHERS,2200 - 2299 BLOCK OF 14TH STREET NW,3,305,1,1B,Cluster 3,004300 1,004300,Precinct 22,16035321,397229,139084,3/7/2016 3:20:06 PM,3/7/2016 9:50:26 PM
2016-03-08 01:51:42,MIDNIGHT,THEFT F/AUTO,OTHERS,620 - 699 BLOCK OF T STREET NW,3,306,1,1B,Cluster 3,004801 1,004801,Precinct 137,16035384,398144,138633,3/7/2016 10:30:00 PM,3/8/2016 1:10:38 AM
